sample,first_error_exact,correct_rejection,process_f1,complete_trace_accuracy,error_detection_rate,mean_signed_localization_error,mean_absolute_localization_error,error_within_1_accuracy,error_within_2_accuracy
34,0.1712962962962963,0.6118143459915611,0.26765446880690463,0.3273542600896861,0.8865740740740741,-1.4099216710182767,1.9791122715404699,0.42592592592592593,0.6435185185185185
35,0.17592592592592593,0.6118143459915611,0.27327282646431583,0.3303437967115097,0.8865740740740741,-1.4699738903394255,2.044386422976501,0.4375,0.6435185185185185
36,0.17824074074074073,0.6118143459915611,0.27605731310808634,0.33183856502242154,0.8865740740740741,-1.4621409921671018,2.0574412532637076,0.43287037037037035,0.6296296296296297
37,0.16898148148148148,0.6118143459915611,0.264820304974919,0.32585949177877427,0.8865740740740741,-1.4673629242819843,2.0783289817232378,0.4537037037037037,0.6226851851851852
38,0.15046296296296297,0.6118143459915611,0.2415273239797553,0.31390134529147984,0.8865740740740741,-1.5796344647519582,2.1070496083550916,0.42824074074074076,0.6273148148148148
39,0.16666666666666666,0.6118143459915611,0.26196928635953026,0.3243647234678625,0.8865740740740741,-1.3446475195822454,2.0078328981723237,0.4513888888888889,0.6458333333333334
40,0.1550925925925926,0.6118143459915611,0.24745602975076095,0.31689088191330345,0.8865740740740741,-1.4177545691906006,2.0652741514360313,0.4513888888888889,0.6203703703703703
41,0.16898148148148148,0.6118143459915611,0.264820304974919,0.32585949177877427,0.8865740740740741,-1.5039164490861618,2.010443864229765,0.4375,0.6273148148148148
42,0.16898148148148148,0.6118143459915611,0.264820304974919,0.32585949177877427,0.8865740740740741,-1.5718015665796345,1.989556135770235,0.4675925925925926,0.625
43,0.1550925925925926,0.6118143459915611,0.24745602975076095,0.31689088191330345,0.8865740740740741,-1.5039164490861618,2.08355091383812,0.4398148148148148,0.6203703703703703
44,0.19907407407407407,0.6118143459915611,0.30040230300402304,0.3452914798206278,0.8865740740740741,-1.3812010443864229,2.044386422976501,0.4444444444444444,0.6041666666666666
45,0.1712962962962963,0.6118143459915611,0.26765446880690463,0.3273542600896861,0.8865740740740741,-1.5326370757180157,2.0809399477806787,0.44212962962962965,0.6064814814814815
46,0.1574074074074074,0.6118143459915611,0.2503936208034943,0.3183856502242152,0.8865740740740741,-1.5326370757180157,2.0913838120104438,0.42592592592592593,0.6296296296296297
47,0.18287037037037038,0.6118143459915611,0.28157762127748487,0.33482810164424515,0.8865740740740741,-1.4882506527415145,2.0783289817232378,0.4351851851851852,0.6203703703703703
48,0.1736111111111111,0.6118143459915611,0.2704719268793136,0.32884902840059793,0.8865740740740741,-1.524804177545692,2.1096605744125325,0.44675925925925924,0.6273148148148148
49,0.1574074074074074,0.6118143459915611,0.2503936208034943,0.3183856502242152,0.8865740740740741,-1.5221932114882506,2.1383812010443863,0.42592592592592593,0.5995370370370371
50,0.15046296296296297,0.6118143459915611,0.2415273239797553,0.31390134529147984,0.8865740740740741,-1.3472584856396868,2.0261096605744124,0.4351851851851852,0.6365740740740741
51,0.16666666666666666,0.6118143459915611,0.26196928635953026,0.3243647234678625,0.8865740740740741,-1.4099216710182767,1.968668407310705,0.4537037037037037,0.6504629629629629
52,0.1550925925925926,0.6118143459915611,0.24745602975076095,0.31689088191330345,0.8865740740740741,-1.4647519582245432,2.101827676240209,0.42824074074074076,0.6388888888888888
53,0.1550925925925926,0.6118143459915611,0.24745602975076095,0.31689088191330345,0.8865740740740741,-1.4046997389033942,2.0992167101827675,0.4305555555555556,0.6203703703703703
54,0.18287037037037038,0.6118143459915611,0.28157762127748487,0.33482810164424515,0.8865740740740741,-1.5509138381201044,2.0052219321148823,0.4074074074074074,0.625
55,0.1388888888888889,0.6118143459915611,0.22638563622170177,0.3064275037369208,0.8865740740740741,-1.4569190600522193,2.224543080939948,0.4074074074074074,0.6018518518518519
56,0.16898148148148148,0.6118143459915611,0.264820304974919,0.32585949177877427,0.8865740740740741,-1.391644908616188,2.0704960835509136,0.4305555555555556,0.6273148148148148
57,0.1527777777777778,0.6118143459915611,0.24450065149076416,0.3153961136023916,0.8865740740740741,-1.5065274151436032,2.101827676240209,0.43287037037037035,0.6041666666666666
58,0.17824074074074073,0.6118143459915611,0.27605731310808634,0.33183856502242154,0.8865740740740741,-1.5300261096605745,2.0365535248041775,0.43287037037037035,0.6180555555555556
59,0.1736111111111111,0.6118143459915611,0.2704719268793136,0.32884902840059793,0.8865740740740741,-1.5613577023498695,2.1148825065274153,0.43287037037037035,0.6018518518518519
60,0.16666666666666666,0.6118143459915611,0.26196928635953026,0.3243647234678625,0.8865740740740741,-1.3838120104438643,1.947780678851175,0.4513888888888889,0.6435185185185185
61,0.14583333333333334,0.6118143459915611,0.2355261631279731,0.3109118086696562,0.8865740740740741,-1.483028720626632,2.093994778067885,0.4212962962962963,0.6226851851851852
62,0.1597222222222222,0.6118143459915611,0.25331358474801563,0.31988041853512705,0.8865740740740741,-1.443864229765013,2.0548302872062663,0.43287037037037035,0.6134259259259259
63,0.1736111111111111,0.6118143459915611,0.2704719268793136,0.32884902840059793,0.8865740740740741,-1.514360313315927,2.093994778067885,0.44907407407407407,0.6273148148148148
64,0.2013888888888889,0.6118143459915611,0.30303030303030304,0.34678624813153963,0.8865740740740741,-1.3315926892950392,2.0052219321148823,0.4444444444444444,0.6412037037037037
65,0.18287037037037038,0.6118143459915611,0.28157762127748487,0.33482810164424515,0.8865740740740741,-1.391644908616188,2.0966057441253265,0.43287037037037035,0.6111111111111112
66,0.1712962962962963,0.6118143459915611,0.26765446880690463,0.3273542600896861,0.8865740740740741,-1.6005221932114881,2.1279373368146213,0.4398148148148148,0.5972222222222222
